0.02 [[1, '0.02', 'SN']]
신보 [[1, '신보이', 'NNP+VCP'], [7, '신보', 'NNP'], [2, '신보', 'NNG']]
신보철 [[1, '신보철', 'NNP']]
신복녀 [[1, '신복녀', 'NNP']]
신비감 [[1, '신비감', 'NNG']]
신비주의 [[1, '신비주의', 'NNG']]
신사역 [[1, '신사역', 'NNP']]
신상철 [[1, '신상철', 'NNP']]
신생대 [[1, '신생대', 'NNG']]
신생아 [[1, '신생아', 'NNG']]
신서개피 [[1, '신서개피', 'NNG']]
신선대 [[1, '신선대', 'NNG']]
신선미 [[1, '신선미', 'NNG']]
신선암 [[1, '신선암', 'NNP']]
신선애 [[1, '신선애', 'NNP']]
신선호 [[1, '신선호', 'NNP']]
신설동 [[1, '신설동', 'NNP']]
신설청 [[1, '신설청', 'NNG']]
신성감리교회 [[1, '신성감리교회', 'NNP']]
신성고 [[1, '신성고', 'NNP']]
신성모 [[1, '신성모', 'NNP']]
신성산업 [[1, '신성산업', 'NNP']]
신성숙 [[1, '신성숙', 'NNP']]
신성화 [[1, '신성화', 'NNP']]
신세계관광여행사 [[1, '신세계관광여행사', 'NNP']]
신세계문화센터 [[1, '신세계문화센터', 'NNP']]
신세계전 [[1, '신세계전', 'NNG']]
신세호 [[1, '신세호', 'NNP']]
신소라 [[1, '신소라', 'NNP']]
신수도 [[1, '신수도', 'NNG']]
신수제천 [[1, '신수제천', 'NNP']]
신수태 [[1, '신수태', 'NNP']]
신순범 [[1, '신순범', 'NNP']]
신스 [[1, '신스', 'NNP']]
신승재 [[1, '신승재', 'NNP']]
신시흥국 [[1, '신시흥국', 'NNP']]
신신당부 [[1, '신신당부', 'NNG']]
신심 [[1, '신심', 'NNG']]
신씨네 [[1, '신씨네', 'NNP']]
신안군 [[1, '신안군', 'NNP']]
신안종합건설 [[1, '신안종합건설', 'NNP']]
신애숙 [[1, '신애숙', 'NNP']]
신양팩토링 [[1, '신양팩토링', 'NNP']]
신영설 [[1, '신영설', 'NNP']]
신영수 [[1, '신영수', 'NNP']]
신영순 [[1, '신영순', 'NNP']]
신영증권 [[1, '신영증권', 'NNP']]
신영철 [[1, '신영철', 'NNP']]
신오철 [[1, '신오철', 'NNP']]
신외무물 [[1, '신외무물', 'NNG']]
신용관 [[1, '신용관', 'NNP']]
신용남 [[1, '신용남', 'NNP']]
신용동 [[1, '신용동', 'NNP']]
신용진 [[1, '신용진', 'NNP']]
신용평가기관 [[1, '신용평가기관', 'NNG']]
신용평가회사 [[1, '신용평가회사', 'NNG']]
신우아파트 [[1, '신우아파트', 'NNP']]
신은주 [[1, '신은주', 'NNP']]
신음 [[1, '신음', 'NNP'], [3, '신음', 'NNG']]
신음동 [[1, '신음동', 'NNP']]
신일 [[1, '신일', 'NNP']]
신임장 [[1, '신임장', 'NNG']]
신작로 [[1, '신작로', 'NNG']]
신장동사무소 [[1, '신장동사무소', 'NNP']]
신전 [[1, '신전', 'NNG']]
신정치 [[1, '신정치', 'NNG']]
신조 [[1, '신조', 'NNG']]
신준호 [[1, '신준호', 'NNP']]
신중균 [[1, '신중균', 'NNP']]
신중성 [[1, '신중성', 'NNG']]
신중식 [[1, '신중식', 'NNP']]
신지성사 [[1, '신지성사', 'NNP']]
신진상 [[1, '신진상', 'NNP']]
신진수 [[1, '신진수', 'NNP']]
신창면옥 [[1, '신창면옥', 'NNP']]
신철호 [[1, '신철호', 'NNP']]
신청전 [[1, '신청전', 'NNG']]
신촌사료 [[1, '신촌사료', 'NNP']]
신촌역 [[1, '신촌역', 'NNP']]
신축비 [[1, '신축비', 'NNG']]
신춘 [[1, '신춘', 'NNG']]
신춘자 [[1, '신춘자', 'NNP']]
신치동 [[1, '신치동', 'NNP']]
신칸센 [[1, '신칸센', 'NNP']]
신탄진 [[1, '신탄진', 'NNP']]
신탄진국교 [[1, '신탄진국교', 'NNP']]
신태인읍 [[1, '신태인읍', 'NNP']]
신토불이 [[1, '신토불이이', 'NNG+VCP']]
신평리 [[1, '신평리', 'NNP']]
신포 [[1, '신포', 'NNP']]
신학기 [[1, '신학기', 'NNG']]
신학대 [[1, '신학대', 'NNG']]
신한국연 [[1, '신한국연', 'NNP']]
신한연 [[1, '신한연', 'NNP']]
신한은 [[1, '신한은', 'NNP']]
신한전자 [[1, '신한전자', 'NNP']]
신한지주 [[1, '신한지주', 'NNP']]
신한캐피탈 [[1, '신한캐피탈', 'NNP']]
신해국 [[1, '신해국', 'NNP']]
신현대 [[1, '신현대', 'NNP']]
신현택 [[1, '신현택', 'NNP']]
신혜경 [[1, '신혜경', 'NNP']]
신호대 [[1, '신호대', 'NNG']]
신혼기 [[1, '신혼기', 'NNG']]
신혼여행 [[1, '신혼여행', 'NNG']]
신홍범 [[1, '신홍범', 'NNP']]
신화사 [[1, '신화사', 'NNP']]
신화통신 [[1, '신화통신', 'NNP']]
신훈수 [[1, '신훈수', 'NNP']]
신흥교회 [[1, '신흥교회', 'NNP']]
신흥아파트 [[1, '신흥아파트', 'NNP']]
실각 [[1, '실각', 'NNG']]
실각설 [[1, '실각설', 'NNG']]
실거래가액 [[1, '실거래가액', 'NNG']]
실과 [[1, '실과', 'NNG']]
실내외 [[1, '실내외', 'NNG']]
실력파 [[1, '실력파', 'NNG']]
실링 [[1, '실링', 'NNP']]
실망스 [[1, '실망스', 'VA<']]
실무선 [[1, '실무선', 'NNG']]
실무적 [[1, '실무적', 'NNG']]
실무책임자 [[1, '실무책임자', 'NNG']]
실무협의 [[1, '실무협의이', 'NNG+VCP']]
실버 [[1, '실버', 'NNG']]
실버타운 [[1, '실버타운', 'NNG']]
실버호텔 [[1, '실버호텔', 'NNP']]
실상주의 [[1, '실상주의', 'NNG']]
실성 [[1, '실성', 'NNG']]
실소 [[1, '실소', 'NNG']]
실수투성이 [[1, '실수투성이', 'NNG']]
실시일 [[1, '실시일', 'NNG']]
실신 [[1, '실신', 'NNG']]
실업가 [[1, '실업가', 'NNG']]
실업고교 [[1, '실업고교', 'NNG']]
실업증가 [[1, '실업증가이', 'NNG+VCP']]
실연 [[1, '실연', 'NNG']]
실연회 [[1, '실연회', 'NNG']]
실온 [[1, '실온', 'NNG']]
실외 [[1, '실외', 'NNG']]
실즈 [[1, '실즈', 'NNP']]
실증성 [[1, '실증성', 'NNG']]
실증적 [[1, '실증적', 'NNG']]
실축 [[1, '실축', 'NNG']]
실타래 [[1, '실타래', 'NNG']]
실파 [[1, '실파', 'NNG']]
실행자 [[1, '실행자', 'NNG']]
실험기 [[1, '실험기', 'NNG']]
실험대 [[1, '실험대', 'NNG']]
실험명 [[1, '실험명', 'NNG']]
실험작 [[1, '실험작', 'NNG']]
실현성 [[1, '실현성', 'NNG']]
실화 [[1, '실화', 'NNG']]
싫어 [[1, '싫어', 'VV<']]
심계원 [[1, '심계원', 'NNG']]
심곡 [[1, '심곡', 'NNP']]
심근 [[1, '심근', 'NNG']]
심급 [[1, '심급', 'NNG']]
심기운원 [[1, '심기운원', 'NNP']]
심기일전 [[1, '심기일전', 'NNG']]
심대 [[1, '심대', 'XR']]
심대평 [[1, '심대평', 'NNP']]
심락회장 [[1, '심락회장', 'NNG']]
심려 [[1, '심려', 'NNG']]
심리전 [[1, '심리전', 'NNG']]
심만순 [[1, '심만순', 'NNP']]
심문 [[1, '심문', 'NNG']]
심민지 [[1, '심민지', 'NNP']]
심박수 [[1, '심박수', 'NNG']]
심박출량 [[1, '심박출량', 'NNG']]
심방 [[1, '심방', 'NNG']]
심병호 [[1, '심병호', 'NNP']]
심복 [[1, '심복', 'NNG']]
심봤다 [[1, '심봤다', 'NNP']]
심사위원 [[1, '심사위원', 'NNG']]
심사위원장 [[1, '심사위원장', 'NNG']]
심사제 [[1, '심사제', 'NNG']]
심상민 [[1, '심상민', 'NNP']]
심상소학교 [[1, '심상소학교', 'NNP']]
심상히 [[1, '심상히', 'MAG']]
심수 [[1, '심수', 'NNP']]
심술 [[1, '심술', 'NNG']]
심슨홀 [[1, '심슨홀', 'NNP']]
심양 [[1, '심양', 'NNP']]
심연 [[1, '심연', 'NNG']]
심영섭 [[1, '심영섭', 'NNP']]
심원구 [[1, '심원구', 'NNP']]
심원식 [[1, '심원식', 'NNP']]
심위 [[1, '심위', 'NNG']]
심위원회 [[1, '심위원회', 'NNG']]
심의식 [[1, '심의식', 'NNP']]
심의실장 [[1, '심의실장', 'NNG']]
심의위 [[1, '심의위', 'NNG']]
심인성 [[1, '심인성', 'NNG'], [2, '심인성', 'NNP']]
심인숙 [[1, '심인숙', 'NNP']]
심재건 [[1, '심재건', 'NNP']]
심재석 [[1, '심재석', 'NNP']]
심재율 [[1, '심재율', 'NNP']]
심재혁 [[1, '심재혁', 'NNP']]
심재현 [[1, '심재현', 'NNP']]
심적 [[1, '심적', 'NNG']]
심종린 [[1, '심종린', 'NNP']]
심중 [[1, '심중', 'NNG']]
심증 [[1, '심증', 'NNG']]
심지웅 [[1, '심지웅', 'NNP']]
심지출판사 [[1, '심지출판사', 'NNP']]
심철호 [[1, '심철호', 'NNP']]
심청전 [[1, '심청전', 'NNP']]
심판대 [[1, '심판대', 'NNG']]
심판실 [[1, '심판실', 'NNG']]
심포니 [[1, '심포니', 'NNG']]
심플렉스 [[1, '심플렉스', 'NNG']]
심혈관 [[1, '심혈관', 'NNG']]
십수 [[1, '십수', 'NR']]
십시 [[1, '십시', 'NNG']]
십시일반 [[1, '십시일반', 'NNG']]
십이지 [[1, '십이지', 'NNG']]
십이지장 [[1, '십이지장', 'NNG']]
십자 [[1, '십자', 'NNG']]
싱겁 [[1, '싱겁', 'VA']]
싱크탱크 [[1, '싱크탱크', 'NNG']]
싱텔 [[1, '싱텔', 'NNG']]
싸니전기 [[1, '싸니전기', 'NNP']]
싸리 [[1, '싸리', 'NNG']]
싸매 [[1, '싸매', 'VV']]
쌌 [[1, '싸았', '>VV+EP'], [1, '싸았', '>VA+EP'], [1, '싸았', 'VV+EP'], [1, '싸았', 'VA+EP']]
싸움터 [[1, '싸움터', 'NNG']]
싸이 [[1, '싸이', 'VV']]
싸이버텍 [[1, '싸이버텍', 'NNP']]
싸잡 [[1, '싸잡', 'VV']]
싹싹 [[1, '싹싹', 'MAG']]
싹쓸이 [[1, '싹쓸이', 'NNG']]
쌀가게 [[1, '쌀가게', 'NNG']]
쌀농사 [[1, '쌀농사', 'NNG']]
쌀집 [[1, '쌀집', 'NNG']]
쌀통 [[1, '쌀통', 'NNG']]
쌍계사 [[1, '쌍계사', 'NNP']]
쌍끌이 [[1, '쌍끌이', 'NNG']]
쌍두마차 [[1, '쌍두마차', 'NNG']]
쌍림면 [[1, '쌍림면', 'NNP']]
쌍벽 [[1, '쌍벽', 'NNG']]
쌍북리 [[1, '쌍북리', 'NNP']]
쌍쌍이 [[1, '쌍쌍이', 'MAG']]
쌍용건설 [[1, '쌍용건설', 'NNP']]
쌍용차 [[1, '쌍용차', 'NNP']]
쌍용투자 [[1, '쌍용투자', 'NNP']]
쌍용투자증권 [[1, '쌍용투자증권', 'NNP']]
쌍용화재 [[1, '쌍용화재', 'NNP']]
쌍촌동 [[1, '쌍촌동', 'NNP']]
쌕쌕거리 [[1, '쌕쌕거리', 'VV']]
써내 [[1, '써내어', 'VV+EC'], [3, '써내', 'VV']]
써넣 [[1, '써넣', 'VV']]
써브 [[1, '써브', 'NNG']]
썩이 [[1, '썩이', 'VV']]
썬키스트 [[1, '썬키스트', 'NNG']]
썰렁하 [[1, '썰렁하', 'VA']]
쎄스코 [[1, '쎄스코', 'NNP']]
쏘가리 [[1, '쏘가리', 'NNG']]
쏘렌토 [[1, '쏘렌토', 'NNG']]
쏘시에 [[1, '쏘시에', 'NNP']]
쐈 [[1, '쏘았', 'VV+EP']]
쏜살같이 [[1, '쏜살같이', 'MAG']]
쏠쏠 [[1, '쏠쏠', 'XR']]
쐬 [[1, '쐬', 'VV']]
쑨 [[1, '쑤ㄴ', 'VV+EC<']]
쑥갓 [[1, '쑥갓', 'NNG']]
쑹 [[1, '쑹', 'NNP']]
쑹메이잉 [[1, '쑹메이잉', 'NNP']]
씁 [[1, '쓰ㅂ', 'VV+EF<']]
쓰다듬 [[1, '쓰다듬', 'VV']]
쓰레기함 [[1, '쓰레기함', 'NNG']]
쓰레받기 [[1, '쓰레받기', 'NNG']]
쓰리 [[1, '쓰리', 'NNG']]
쓰리알 [[1, '쓰리알', 'NNP']]
쓰세키 [[1, '쓰세키', 'NNG']]
쓰임새 [[1, '쓰임새', 'NNG']]
쓰지 [[1, '쓰지', 'NNP']]
쓰지가즈히코 [[1, '쓰지가즈히코', 'NNP']]
쓰토무 [[1, '쓰토무', 'NNP']]
쓴맛 [[1, '쓴맛', 'NNG']]
쓸데없 [[1, '쓸데없', 'VA']]
쓸모없 [[1, '쓸모없', 'VA']]
씨네하우스 [[1, '씨네하우스', 'NNP']]
씨받이 [[1, '씨받이', 'NNP']]
씨앤씨엔터프라이즈 [[1, '씨앤씨엔터프라이즈', 'NNP']]
씨에나 [[1, '씨에나', 'NNP']]
씨에스이엔지 [[1, '씨에스이엔지', 'NNP']]
씨티 [[1, '씨티', 'NNP']]
씨티문고 [[1, '씨티문고', 'NNP']]
씨티은 [[1, '씨티은', 'NNP']]
씻김굿 [[1, '씻김굿', 'NNG']]
씽크대 [[1, '씽크대', 'NNG']]
아교 [[1, '아교', 'NNG']]
아교질 [[1, '아교질', 'NNG']]
아귀 [[1, '아귀', 'NNG']]
아기자기 [[1, '아기자기', 'MAG']]
아까 [[1, '아까', 'NNG']]
아낌없이 [[1, '아낌없이', 'MAG']]
아나 [[1, '아나', 'NNP']]
아나톨지스 [[1, '아나톨지스', 'NNP']]
아남산업 [[1, '아남산업', 'NNP']]
아네트 [[1, '아네트', 'NNP']]
아놀드 [[1, '아놀드', 'NNP']]
아니스 [[1, '아니스', 'NNP']]
아니오 [[1, '아니오', 'IC'], [1, '아니오이', 'IC+VCP']]
아다다 [[1, '아다다', 'NNP']]
아당 [[1, '아당', 'NNP']]
아데나워 [[1, '아데나워', 'NNP']]
아델만 [[1, '아델만', 'NNP']]
아도유통 [[1, '아도유통', 'NNP']]
아동기 [[1, '아동기', 'NNG']]
아동복 [[1, '아동복', 'NNG']]
아동심리학자 [[1, '아동심리학자', 'NNG']]
아둔 [[1, '아둔', 'XR']]
아드난 [[1, '아드난', 'NNP']]
아드리아노 [[1, '아드리아노', 'NNP']]
아드리아누 [[1, '아드리아누', 'NNP']]
아드반소사이어티 [[1, '아드반소사이어티이', 'NNP+VCP']]
아득히 [[1, '아득히', 'MAG']]
아라드 [[1, '아라드', 'NNP']]
아라미드 [[1, '아라미드', 'NNG']]
아라비안 [[1, '아라비안', 'NNG']]
아라스 [[1, '아라스', 'NNP']]
아람다람 [[1, '아람다람', 'NNP']]
아랍에미리트은행 [[1, '아랍에미리트은행', 'NNP']]
아랑곳없이 [[1, '아랑곳없이', 'MAG']]
아래아 [[1, '아래아', 'NNG']]
아래층 [[1, '아래층', 'NNG']]
아랫부위 [[1, '아랫부위', 'NNG']]
아랫집 [[1, '아랫집', 'NNG']]
아레나 [[1, '아레나', 'NNP']]
아련 [[1, '아련', 'XR']]
아롱 [[1, '아롱', 'XR']]
아롱사태 [[1, '아롱사태', 'NNG']]
아류 [[1, '아류', 'NNG']]
아르누보 [[1, '아르누보', 'NNP']]
아르디티 [[1, '아르디티', 'NNP']]
아르메 [[1, '아르메', 'NNP']]
아르헨 [[1, '아르헨', 'NNP']]
아르헨티나전 [[1, '아르헨티나전', 'NNG']]
아름드리 [[1, '아름드리', 'NNG']]
아리랑 [[1, '아리랑', 'NNG'], [11, '아리랑', 'NNP']]
아리랑치기 [[1, '아리랑치기', 'NNG']]
아리산 [[1, '아리산', 'NNP']]
아리수 [[1, '아리수', 'NNP']]
아리스토텔레스 [[1, '아리스토텔레스', 'NNP']]
아리안 [[1, '아리안', 'NNP']]
아마라 [[1, '아마라', 'NNP']]
아마릴리스 [[1, '아마릴리스', 'NNP']]
아마존닷컴 [[1, '아마존닷컴', 'NNP']]
아마토 [[1, '아마토', 'NNP']]
아메드 [[1, '아메드', 'NNP']]
아메리칸익스프레스 [[1, '아메리칸익스프레스', 'NNP']]
아메바 [[1, '아메바', 'NNG']]
아멘 [[1, '아멘', 'NNG']]
아명 [[1, '아명', 'NNG']]
아모텍 [[1, '아모텍', 'NNP']]
아몬드바 [[1, '아몬드바', 'NNG']]
아무개 [[1, '아무개', 'NP']]
아무려나 [[1, '아무려나', 'IC']]
아무짝 [[1, '아무짝', 'NNG']]
아미 [[1, '아미', 'NNP']]
아미노펜 [[1, '아미노펜', 'NNG']]
아바나 [[1, '아바나', 'NNP']]
아바스시 [[1, '아바스시', 'NNP']]
아버님 [[1, '아버님', 'NNG']]
아베 [[1, '아베', 'NNP']]
아베족 [[1, '아베족', 'NNP']]
아부 [[1, '아부', 'NNG']]
아브로 [[1, '아브로', 'NNP']]
아비 [[1, '아비', 'NNG']]
아비디네베날리 [[1, '아비디네베날리', 'NNP']]
아비아티 [[1, '아비아티', 'NNP']]
아비장 [[1, '아비장', 'NNP']]
아사 [[1, '아사', 'NNG']]
아서앤더슨 [[1, '아서앤더슨', 'NNP']]
아세아문화사 [[1, '아세아문화사', 'NNP']]
아세트 [[1, '아세트', 'NNG']]
아센드 [[1, '아센드', 'NNP']]
아셈 [[1, '아셈', 'NNP']]
아셈플라자 [[1, '아셈플라자', 'NNP']]
아쉬워하 [[1, '아쉬워하', 'VV']]
아슈랑스 [[1, '아슈랑스', 'NNG']]
아슈하바트 [[1, '아슈하바트', 'NNP']]
아스카르 [[1, '아스카르', 'NNP']]
아스테릭스 [[1, '아스테릭스', 'NNP']]
아스파탐 [[1, '아스파탐', 'NNG']]
아스피린 [[1, '아스피린', 'NNG']]
아시아국 [[1, '아시아국', 'NNG']]
아시아선수촌 [[1, '아시아선수촌', 'NNP']]
아시아축구연맹 [[1, '아시아축구연맹', 'NNP']]
아시아판 [[1, '아시아판', 'NNG']]
아시안월스트리트저널 [[1, '아시안월스트리트저널', 'NNP']]
아시하바드시 [[1, '아시하바드시', 'NNP']]
아야만 [[1, '아야만', 'EC']]
아야지 [[1, '아야지', 'EC']]
아에라 [[1, '아에라', 'NNP']]
아열대 [[1, '아열대', 'NNG']]
아영 [[1, '아영', 'NNP']]
아영산업 [[1, '아영산업', 'NNP']]
아오모리현 [[1, '아오모리현', 'NNP']]
아오키 [[1, '아오키', 'NNP']]
아옹 [[1, '아옹', 'NNG']]
아옹다옹 [[1, '아옹다옹', 'MAG']]
아요디아 [[1, '아요디아', 'NNP']]
아우 [[1, '아우', 'VV<']]
아우라 [[1, '아우라', 'NNG']]
아우엔연 [[1, '아우엔연', 'NNP']]
아우토반 [[1, '아우토반', 'NNP']]
아웅다웅 [[1, '아웅다웅', 'MAG']]
아유포바 [[1, '아유포바', 'NNP']]
아이고 [[1, '아이고', 'IC']]
아이넥스 [[1, '아이넥스', 'NNP']]
아이다호주 [[1, '아이다호주', 'NNP']]
아이덴티티 [[1, '아이덴티티', 'NNG']]
아이라 [[1, '아이라', 'NNP']]
아이러니 [[1, '아이러니', 'NNG']]
아이볼 [[1, '아이볼', 'NNG']]
아이비엠 [[1, '아이비엠', 'NNP']]
아이비엠사 [[1, '아이비엠사', 'NNP']]
아이섀도 [[1, '아이섀도', 'NNG']]
아이스박스 [[1, '아이스박스', 'NNG']]
아이스크림업체 [[1, '아이스크림업체', 'NNG']]
아이에스디엔 [[1, '아이에스디엔', 'NNG']]
아이오다인 [[1, '아이오다인', 'NNP']]
아이재아 [[1, '아이재아', 'NNP']]
아이젠 [[1, '아이젠', 'NNG']]
아이코 [[1, '아이코', 'NNP']]
아이탑 [[1, '아이탑', 'NNP']]
아이피 [[1, '아이피', 'NNG']]
아이홀 [[1, '아이홀', 'NNG']]
아일랜드주 [[1, '아일랜드주', 'NNP']]
아일인텍 [[1, '아일인텍', 'NNP']]
아쟁 [[1, '아쟁', 'NNG']]
아전인수식 [[1, '아전인수식', 'NNG']]
아주사 [[1, '아주사', 'NNP']]
아줌마 [[1, '아줌마', 'NNG']]
아중동 [[1, '아중동', 'NNP']]
아지트 [[1, '아지트', 'NNG']]
아찔 [[1, '아찔', 'XR']]
아첨 [[1, '아첨', 'NNG']]
아츠사 [[1, '아츠사', 'NNP']]
아침잠 [[1, '아침잠', 'NNG']]
아카데미상 [[1, '아카데미상', 'NNG']]
아카데미즘 [[1, '아카데미즘', 'NNG']]
아카예프 [[1, '아카예프', 'NNP']]
아쿠라 [[1, '아쿠라', 'NNP']]
아쿠아로빅스 [[1, '아쿠아로빅스', 'NNG']]
아쿠아리움 [[1, '아쿠아리움', 'NNG']]
아쿠아틱 [[1, '아쿠아틱', 'NNG']]
아쿠타가와 [[1, '아쿠타가와', 'NNP']]
아크로스 [[1, '아크로스', 'NNP']]
아크로스코리아 [[1, '아크로스코리아', 'NNP']]
아크릴아미드 [[1, '아크릴아미드', 'NNG']]
아크바르 [[1, '아크바르', 'NNP']]
아키데 [[1, '아키데', 'NNP']]
아키라 [[1, '아키라', 'NNP']]
아키반 [[1, '아키반', 'NNP']]
아키아바라 [[1, '아키아바라', 'NNP']]
아키오 [[1, '아키오', 'NNP']]
아키타 [[1, '아키타', 'NNP']]
아키텍처 [[1, '아키텍처', 'NNG']]
아키하바라 [[1, '아키하바라', 'NNP']]
아타만 [[1, '아타만', 'NNP']]
아태경제사회이사회 [[1, '아태경제사회이사회', 'NNP']]
아태재단 [[1, '아태재단', 'NNP']]
아틀랜타 [[1, '아틀랜타', 'NNP']]
아티스트 [[1, '아티스트', 'NNG']]
아파르트헤이트 [[1, '아파르트헤이트', 'NNG']]
아폴로 [[1, '아폴로', 'NNP']]
아프리카단결기구 [[1, '아프리카단결기구', 'NNP']]
아프리카행 [[1, '아프리카행', 'NNG']]
아플라톡신 [[1, '아플라톡신', 'NNG']]
아피스톨 [[1, '아피스톨', 'NNG']]
아피톡신 [[1, '아피톡신', 'NNG']]
아헤허 [[1, '아헤허', 'NNP']]
아현 [[1, '아현', 'NNP']]
아현동 [[1, '아현동', 'NNP']]
아황산 [[1, '아황산', 'NNG']]
아황산화물 [[1, '아황산화물', 'NNG']]
악감정 [[1, '악감정', 'NNG']]
악구 [[1, '악구', 'NNG']]
악극 [[1, '악극', 'NNG']]
악단 [[1, '악단', 'NNG']]
악담 [[1, '악담', 'NNG']]
악랄 [[1, '악랄', 'NNG']]
악렉산더 [[1, '악렉산더', 'NNP']]
악령 [[1, '악령', 'NNG']]
악선전 [[1, '악선전', 'NNG']]
악어 [[1, '악어', 'NNG']]
악어가죽 [[1, '악어가죽', 'NNG']]
악의 [[1, '악의', 'NNG']]
악장 [[1, '악장', 'NNG']]
악천후 [[1, '악천후', 'NNG']]
악취미 [[1, '악취미', 'NNG']]
악튀엘 [[1, '악튀엘', 'NNP']]
악티늄 [[1, '악티늄', 'NNG']]
악화설 [[1, '악화설', 'NNG']]
안가 [[1, '안가', 'NNG']]
안강 [[1, '안강', 'NNP']]
안강리 [[1, '안강리', 'NNP']]
안강읍 [[1, '안강읍', 'NNP']]
안개꽃 [[1, '안개꽃', 'NNG']]
안경률 [[1, '안경률', 'NNP']]
안경환 [[1, '안경환', 'NNP']]
안광구 [[1, '안광구', 'NNP']]
안광열 [[1, '안광열', 'NNP']]
안광용 [[1, '안광용', 'NNP']]
안구 [[1, '안구', 'NNP']]
안국 [[1, '안국', 'NNP']]
안국진 [[1, '안국진', 'NNP']]
안국화재 [[1, '안국화재', 'NNP']]
안국화재해상보험 [[1, '안국화재해상보험', 'NNP']]
안기 [[1, '안기', 'VV']]
안기부원 [[1, '안기부원', 'NNG']]
안나 [[1, '안나', 'NNP']]
안내국교 [[1, '안내국교', 'NNP']]
안내서 [[1, '안내서', 'NNG']]
안내판 [[1, '안내판', 'NNG']]
안다만 [[1, '안다만', 'NNP']]
안도 [[1, '안도', 'NNG']]
안동대 [[1, '안동대', 'NNP']]
안동선 [[1, '안동선', 'NNP']]
안동수 [[1, '안동수', 'NNP']]
안동포 [[1, '안동포', 'NNG']]
안되 [[1, '안되', 'VA'], [59, '안되', 'VV']]
안드레아스 [[1, '안드레아스', 'NNP']]
안드리 [[1, '안드리', 'NNP']]
안들 [[1, '안들', 'NNG']]
안락사 [[1, '안락사', 'NNG']]
안료 [[1, '안료', 'NNG']]
안리 [[1, '안리', 'NNP']]
안마 [[1, '안마', 'NNG']]
안막 [[1, '안막', 'NNP']]
안면도 [[1, '안면도', 'NNP']]
안면부 [[1, '안면부', 'NNG']]
안명철 [[1, '안명철', 'NNP']]
안받 [[1, '안받', 'VV']]
안방극장 [[1, '안방극장', 'NNG']]
안번기 [[1, '안번기', 'NNP']]
안벽 [[1, '안벽', 'NNG']]
안병규 [[1, '안병규', 'NNP']]
안병덕 [[1, '안병덕', 'NNP']]
안병수 [[1, '안병수', 'NNP']]
안병직 [[1, '안병직', 'NNP']]
안병호 [[1, '안병호', 'NNP']]
안병희 [[1, '안병희', 'NNP']]
안부 [[1, '안부', 'NNP'], [3, '안부', 'NNG']]
안사람 [[1, '안사람', 'NNG']]
안산경찰서 [[1, '안산경찰서', 'NNP']]
안산시의회 [[1, '안산시의회', 'NNP']]
안산시청 [[1, '안산시청', 'NNP']]
안상구 [[1, '안상구', 'NNP']]
안상영 [[1, '안상영', 'NNP']]
안성 [[1, '안성', 'NNG']]
안성군 [[1, '안성군', 'NNP']]
안성기 [[1, '안성기', 'NNP']]
안성시 [[1, '안성시', 'NNP']]
안성혁 [[1, '안성혁', 'NNP']]
안세병원 [[1, '안세병원', 'NNP']]
안소영 [[1, '안소영', 'NNP']]
안수마당 [[1, '안수마당', 'NNP']]
안순구 [[1, '안순구', 'NNP']]
안승갑 [[1, '안승갑', 'NNP']]
안승준 [[1, '안승준', 'NNP']]
안식처 [[1, '안식처', 'NNG']]
안쓰 [[1, '안쓰', 'VA<']]
안악동 [[1, '안악동', 'NNP']]
안양갑 [[1, '안양갑', 'NNP']]
안양시청 [[1, '안양시청', 'NNP']]
안영경 [[1, '안영경', 'NNP']]
안영관 [[1, '안영관', 'NNP']]
안영배 [[1, '안영배', 'NNP']]
안용섭 [[1, '안용섭', 'NNP']]
안용찬 [[1, '안용찬', 'NNP']]
안우근 [[1, '안우근', 'NNP']]
안운 [[1, '안운', 'NNP']]
안응모 [[1, '안응모', 'NNP']]
안장비 [[1, '안장비', 'NNG']]
안전국 [[1, '안전국', 'NNG']]
안전시설물 [[1, '안전시설물', 'NNG']]
안절부절 [[1, '안절부절', 'MAG']]
안정감 [[1, '안정감', 'NNG']]
안정기 [[1, '안정기', 'NNG']]
안정남 [[1, '안정남', 'NNP']]
안정위 [[1, '안정위', 'NNG']]
안정책 [[1, '안정책', 'NNG']]
안정홍 [[1, '안정홍', 'NNP']]
안정효 [[1, '안정효', 'NNP']]
안종경 [[1, '안종경', 'NNP']]
안종국 [[1, '안종국', 'NNP']]
안종기 [[1, '안종기', 'NNP']]
안종복 [[1, '안종복', 'NNP']]
안종윤 [[1, '안종윤', 'NNP']]
안좌 [[1, '안좌', 'NNG']]
안주인 [[1, '안주인', 'NNG']]
안준화 [[1, '안준화', 'NNP']]
안중 [[1, '안중', 'NNG'], [2, '안중', 'NNP']]
안중복 [[1, '안중복', 'NNP']]
안지은 [[1, '안지은', 'NNP']]
안질 [[1, '안질', 'NNG']]
안짱다리 [[1, '안짱다리', 'NNG']]
안창호 [[1, '안창호', 'NNP']]
안철수 [[1, '안철수', 'NNP']]
안춘생 [[1, '안춘생', 'NNP']]
안충승 [[1, '안충승', 'NNP']]
안치 [[1, '안치', 'NNG']]
안치환 [[1, '안치환', 'NNP']]
안탈리아 [[1, '안탈리아', 'NNP']]
안토니 [[1, '안토니', 'NNP']]
